,id,area_shot,area_goal,opps_in_n_angle,goalkeeper_x,goalkeeper_y
102,0551b8e1-39f5-42d4-b588-0fd554c1becd,5854.725449606932,1563.1029689043332,1.0,104.26666666666667,35.189499999999995
103,0c2450ff-2afb-4e0c-9cef-4c07fcd73f06,3748.6782691201424,365.62849293162986,2.0,104.72500000000001,36.8365
104,10a05561-d616-4844-9e07-1082fa0d29d2,5665.378411708787,838.4924747215423,2.0,104.35833333333333,34.6405
105,2247bb08-f499-4563-bae0-75e70fbb9b47,4285.887871408041,1004.045752986981,2.0,102.25,36.928
106,426a42b9-85b2-4907-aaf6-240053456934,5011.745912387833,360.3233800966025,2.0,104.35833333333333,35.372499999999995
107,46dac4a3-5e26-4902-a3ad-b6c3c3aab6a8,6485.406121315231,241.24006112875375,2.0,103.16666666666667,34.915
108,47785bd6-7110-48cc-984a-4ec8bea7dc29,5089.577074364609,965.173057423925,0.0,103.53333333333333,30.24833333333333
109,663224e7-b40d-4314-8f4d-2979c1f3b6db,3112.887492737317,1074.050817903423,1.0,104.08333333333333,34.274499999999996
110,6daf22c7-86dd-4f36-ad6a-d6b3170f0e56,2150.942647346208,972.6434022255881,2.0,104.45,32.9935
111,6df9f9c8-104e-4e05-bf57-39b2330b6d79,7385.423241068949,1172.233951585074,3.0,104.54166666666667,34.549
112,8599e32d-939c-4f72-beb1-4234de6fb51d,2160.3814558854892,911.2482934136167,0.0,100.14166666666667,37.294
113,88820b3b-a498-4a9b-982e-8e6aac71cdda,6923.36169896629,739.2008002851703,0.0,104.63333333333333,30.523000000000003
114,a782e6a4-9790-4e35-be17-ed048af074a8,4383.219331778927,1144.9271812011152,2.0,104.63333333333333,34.183
115,b221f59c-da2a-4ece-afde-4ebd266a991b,4183.29311086939,869.8564528287366,1.0,99.86666666666667,35.738499999999995
116,c557815c-7c48-4146-a648-ccfa662abb73,3143.906623493815,1285.4974530567201,2.0,104.54166666666667,34.091499999999996
117,c6a61581-0b25-43d2-8d7e-1698f101b7c1,4184.104763837677,882.1243299218856,2.0,103.44166666666666,35.0065
118,ce4f434a-13ed-406e-86d0-49c53af6e27d,2992.6211289382427,1363.7412467012573,1.0,104.175,34.183
119,d8583824-ad41-4565-9d66-76cdf5b590a0,5152.473542421394,133.70555642636222,4.0,104.54166666666667,35.738499999999995
120,e08a34dc-bd0f-423f-9560-1a87cf3d2af6,4175.229979029367,738.129898952076,1.0,100.05,35.0065
121,f0f797bc-be57-41fb-acdb-1389dd2995a3,4902.752779157355,395.92911770882506,1.0,100.69166666666666,40.776666666666664
122,f50af1c8-bd09-4b6e-896e-4097a565301e,4172.66446410412,493.27339141469093,3.0,104.72500000000001,33.5425
123,fb9315a1-77fc-4b5b-ac9a-8c543260df52,3526.5435859895783,1229.8339496041083,2.0,104.35833333333333,34.274499999999996
124,07630473-e001-407c-b626-013beac8331c,4646.302371718713,591.3766581947646,3.0,104.08333333333333,33.085
125,0c543d92-2c8d-4cbb-98c2-5536d22fffcb,5697.932640108047,751.5889228866424,3.0,105.0,34.0
126,11a6fad4-790a-4f4f-bf43-339b0db44ea6,1958.6953976445448,1048.6668943795974,2.0,104.08333333333333,33.085
127,15d1aa41-9064-4c15-ab88-157fc9140369,4942.236937500924,880.08062591764,0.0,103.16666666666667,31.255
128,230b02e5-9f93-4bd6-9110-6a633e3b013b,4574.406197878402,678.4492115812467,1.0,103.16666666666667,30.34
129,2fb0327d-3258-411b-9809-c3a0fc437a80,3317.5459848962932,685.7582919910597,2.0,103.16666666666667,34.915
130,344acb91-8f9e-499d-ae65-39d7305e39ad,6446.118932657416,425.0474280772076,3.0,102.25,34.0
131,393f16bd-fe24-4832-80da-004d9b9d058e,4192.369657180019,447.75057359210615,1.0,101.33333333333333,31.255
132,3be90160-9abe-4039-9a90-77b25496dfe8,4684.550870901688,738.071471366842,3.0,102.25,35.83
133,466ddafe-c119-4f94-950e-c7fa0d155a13,3993.956595447148,408.9797890349439,0.0,103.16666666666667,31.255
134,5694fb32-bc7d-4cf3-a4da-7e02ba721764,3748.0730532330062,911.5385050856423,1.0,103.16666666666667,33.085
135,5fc64041-7054-4c1a-8302-291444f68662,2784.6056939400037,686.3170309120773,2.0,104.08333333333333,35.83
136,6fe934d6-0306-4158-9518-54c63135f4d3,4104.18134493776,89.1248781243683,3.0,102.25,30.34
137,6ff7a431-2cf4-4f5a-8348-256c6dc44dad,3638.1429462843867,322.0321698411375,2.0,103.16666666666667,34.915
138,7047fb08-8a84-4196-af84-196ccee7c64d,4759.02115454863,924.2310294171818,2.0,102.25,35.83
139,7652b938-e1ce-47ad-835c-c24d4abc2381,2302.954037949702,405.6497297811121,3.0,104.08333333333333,33.085
140,7a60ac0c-9f72-437f-aede-36f6db6ba9a2,6298.797427085768,626.6743253644889,1.0,103.16666666666667,31.255
141,80e60ccc-bf8d-4c78-af73-07d1a7d2827c,3700.8778759202237,428.820090778942,1.0,100.41666666666667,29.423333333333332
142,904c9967-5977-4f5f-badb-828f016559f1,1419.246085287374,456.51329822791763,3.0,104.08333333333333,31.255
143,968cbe39-7bff-43cd-89b8-852c89e7a084,4620.056526634015,893.4086182339903,0.0,103.16666666666667,37.66
144,969f2ed8-b6cd-4214-bf3d-fddcf301f5b2,3593.3561018543523,150.8754664012824,2.0,104.08333333333333,34.0
145,96c49ca0-fe8a-4960-84fe-5166436bda01,4226.348152624035,924.8372355020134,2.0,104.08333333333333,35.83
146,a345546f-3a5b-474d-b1ad-84a450e9b034,3941.6855847626985,505.71936752802395,1.0,104.08333333333333,33.085
147,b028efbb-c5d9-4f82-9b3f-6afb32ebda0b,4729.547493685313,380.71198125016707,3.0,104.08333333333333,33.085
148,b09ba265-78b8-4bc6-af24-eb3c4047c8e3,5969.231064210443,999.7365341059519,1.0,100.41666666666667,36.745
149,b9e652ca-be91-40c1-80fb-9e02ae64f8dd,4914.190771071903,266.16685808714504,2.0,105.0,30.34
150,ba1c4125-87d8-4b31-aacb-d15fdce97e8d,5616.456677238004,555.9541884200858,2.0,104.08333333333333,34.915
151,d4260fc6-5a6e-4ee5-a847-33515148e3da,4092.1435477066884,897.2201945578245,2.0,104.08333333333333,32.17
152,d8de9c17-e485-4624-938f-a340318ba58d,4580.666878103682,557.4876600163248,3.0,104.08333333333333,34.0
153,d911dfe5-3c2f-46d2-a29d-30e1777c0946,4797.905261063483,783.4523102868383,4.0,103.16666666666667,34.0
154,e037c6c5-3cfe-48f1-9a43-ce8385d0b7aa,3998.5837667205824,876.7181475511218,1.0,103.16666666666667,34.0
155,eb8005c8-c9ac-4bca-9849-de431f3693c0,4513.838469021854,706.188479461604,2.0,104.08333333333333,34.915
156,106faebb-00bc-4453-b1c1-1bacdb1ebbc5,3629.7464665163047,564.0516355305832,2.0,103.80833333333334,36.653499999999994
157,1b0b67f2-c8aa-4286-a0a6-58bf0389c5a0,5750.857020538394,895.2737416847683,1.0,101.60833333333333,36.653499999999994
158,300ca316-03cf-4aa1-b12c-68d91ffb6f1e,4288.844961240911,192.88893557116415,4.0,104.54166666666667,31.529499999999995
159,309f6f06-3977-49ac-8c0b-0e31b54404ed,5199.509391015889,315.13951465597637,4.0,103.80833333333334,33.085
160,38ac2346-ce1d-4d7a-9dcc-39d337eebede,2895.6891937023847,680.7775011264727,4.0,104.26666666666667,33.725500000000004
161,435009e3-0653-45e3-95f6-f4215613adab,5402.672483391107,949.9072623270847,1.0,103.075,32.2615
162,79e0c6d1-9640-420a-8ba8-d0304b1f24fa,4663.5184687532455,1124.3242641633417,0.0,99.40833333333333,27.773333333333337
163,7f6c533d-e8d4-4810-8be6-e3183e3caea1,5905.085672439394,1229.6866878525868,0.0,94.825,45.17666666666666
164,8ea1599d-6dc6-4e00-8d51-2f28f41a3d6f,4427.631431445316,1531.6534647345277,2.0,103.80833333333334,33.45099999999999
165,9a3c4fba-3223-4305-a06b-e08f52796c34,4392.229411161647,960.5692842840817,2.0,103.80833333333334,34.73199999999999
166,9c5e8a81-051b-440b-9aad-dd704587ee30,2855.068945339355,1270.9861393471501,2.0,102.8,34.183
167,9fe6251c-6b05-4f27-bcda-2042f7dce864,1660.2110763376204,716.7791536925633,0.0,83.27142857142857,15.306666666666668
168,cb2480d3-d896-4568-9fb5-d0a4d1a70ddd,4306.424508741996,1041.8962835860004,2.0,103.80833333333334,34.183
169,d1c8dbc7-a164-4e34-8674-1eeba842cbbd,4528.4580669083525,830.9415925607829,0.0,103.16666666666667,31.621
170,d3c5e620-8fa9-4c0b-8fd8-a6c95463c53b,2516.177690585673,1255.6214574719615,1.0,103.99166666666667,33.634
171,d68b860f-d159-4a6f-b53f-b49b024c9399,6105.2647530309805,4.972581246259872,6.0,99.04166666666667,37.294
172,de5c41c5-9200-439e-b051-bfe2016d689a,2309.637064481127,654.0593618248821,1.0,103.99166666666667,31.438000000000002
173,ee3a7d47-de33-4a21-9dc1-927571c52729,3848.224045940508,1139.5618480938501,3.0,103.80833333333334,35.372499999999995
174,f158cbc0-a7a1-4787-8f73-15c66ae55764,3717.8545098689347,557.1303129987349,2.0,103.80833333333334,31.529499999999995
175,0bb55801-328f-49ca-b355-061f513e235e,2529.903915302699,2530.3103010982313,0.0,94.27499999999999,37.751666666666665
176,0c2394d6-d135-458e-9962-c7124e88528b,33.223799016018184,249.64606358971477,2.0,103.89999999999999,35.738499999999995
177,1b77295e-19ae-449f-9a38-d520a8360c68,6506.7594418534245,311.15956842096807,5.0,104.08333333333333,34.457499999999996
178,1f66bf03-492f-4421-b048-cc1f524c7057,4675.5374771262095,294.6479917483844,3.0,103.89999999999999,34.73199999999999
179,2205372a-6b5f-42d2-9871-645e69c9de04,6569.69612407674,287.7979187560353,4.0,104.08333333333333,33.725500000000004
180,29347f3b-4ac4-4eb7-8c67-9d0d5e5d551e,3731.469302627874,58.756021407484965,5.0,104.175,34.183
181,4ad1e1e8-f98c-454e-94f1-c93cf385b10b,3878.836987729165,566.4896356694118,0.0,103.16666666666667,31.986999999999995
182,593405ab-1a54-4ae8-866b-d17d6922dfc1,4314.568647559066,802.1469258244656,1.0,104.26666666666667,34.183
183,6c5e10a6-106e-485b-9461-d77861821478,5823.428200199989,562.9520313201053,3.0,104.175,33.81699999999999
184,85f5d69c-2d79-4c60-98c2-7d6d46b1e623,2515.490714702574,433.4584569286324,2.0,103.80833333333334,37.111
185,92ae4e49-3458-443b-a275-fe609d2fdc20,47.1045357145891,1265.9103171974575,1.0,95.28333333333333,32.810500000000005
186,936172b8-0f75-48a4-9775-a300ee8e8471,6715.483351309614,365.3179566905279,5.0,104.26666666666667,34.823499999999996
187,a100425e-cc49-49b9-b06f-4a9dafb20678,5810.131689862816,517.1588420378771,3.0,103.625,34.366
188,a72d00a9-37df-4b06-891c-739ce622fbdb,5229.910530529665,489.6547938489233,3.0,103.80833333333334,34.915
189,ab454b6c-ffcc-4c31-80fd-233c888c280c,4722.691553547676,877.5762954603198,3.0,103.89999999999999,34.823499999999996
190,aedaeb55-4858-44e4-9e42-c121391a1e1a,2993.54963565605,979.1703396725933,2.0,103.53333333333333,36.287499999999994
191,c1cd56d9-233a-4886-9bee-585530c88ab8,503.10976538438285,1272.4906595382895,1.0,103.80833333333334,33.1765
192,cbf855cc-36c5-4bf4-9fcf-9b8d53436a24,2852.8248025832636,218.32347324551375,1.0,104.175,31.529499999999995
193,dc3e8321-4548-4f51-9396-52f57fc97cbf,5357.358937837481,588.688215261273,1.0,104.08333333333333,33.9085
194,de680fab-1ab3-4634-84d9-de1008c29954,4546.7662269133525,1076.2732055732283,3.0,103.44166666666666,33.3595
195,dffdc9f6-a0bd-47ff-92d4-eca7651df3fc,6524.319887360548,351.8075604823429,5.0,103.89999999999999,34.183
196,e5a5e795-fbc2-47a1-baf2-f04a93a6bee0,3475.7341179743985,999.3874992182022,3.0,103.80833333333334,34.915
197,f17c22a8-5e73-4f86-af7a-a161ad2639c1,3965.8210694224426,609.6453887370249,3.0,102.8,35.64699999999999
198,f6e0eaa7-4560-46fa-831a-09c6e3676402,6485.395906867036,810.9570143109842,3.0,103.71666666666667,35.372499999999995
199,fddc2f66-69c6-48d5-a31e-5f7e1eec31fb,4555.535804688418,1111.4803475621927,5.0,103.89999999999999,34.457499999999996
200,0d9ae99c-891e-49a3-8788-49954783c82f,4454.494127095955,689.6022482573222,0.0,101.7,30.980500000000003
201,172e0bfd-c023-4207-92ac-ed5ee3ee0077,4350.512020271513,366.8432860818378,4.0,104.45,32.0785
202,1eab2a07-040b-478f-abda-3ccc9773c2bc,4045.142154478296,1048.364805562845,3.0,102.15833333333333,34.366
203,20073ac0-e5cb-483e-9f5c-66cb6e554f1c,363.8281695224886,701.741297016159,2.0,103.075,35.83
204,28cb1a62-d7d8-44bf-82c1-cc53f5726aaf,3103.9917707662667,369.1816660483788,2.0,103.44166666666666,36.928
205,3c70b20d-0558-4257-ab15-6b73c69fe446,3831.5737997682745,1223.5202355713316,1.0,102.15833333333333,34.823499999999996
206,606f30ce-a59e-439f-b742-9cb2d7b79a1b,5327.54547596078,929.3642915046111,2.0,103.99166666666667,34.183
207,710a83b6-6ccf-47e4-8dfe-e17834b6a362,4372.8183210441,677.0994484887044,3.0,103.99166666666667,33.81699999999999
208,754013fc-b6a9-4288-b81a-8479a89661a7,36.50842204690178,1115.188366289626,2.0,102.43333333333334,34.549
209,81d82ec0-dd90-4646-9ea2-cd7960c23e51,33.885278886629386,546.695526704075,3.0,104.35833333333333,33.725500000000004
210,82a322b5-11e7-451c-afd0-800b14ad90e7,59.11544383961538,509.5676445743466,2.0,103.44166666666666,32.353
211,878dd206-cad1-4d63-8e1c-c4c8f1a4d203,145.03650888247506,1330.2099530218488,2.0,102.98333333333333,34.457499999999996
212,ad449eef-280d-4c7d-a40c-8bf4df5f449e,1623.7509669790097,2101.876086510588,1.0,103.075,36.287499999999994
213,cb2a4aae-34e3-416e-9dc4-5e76c3b2987b,3052.824700618372,697.0963288950652,2.0,103.99166666666667,36.379
214,cc2a5f03-bacd-4312-bb22-280737ce119c,5492.707194348749,1182.9138088267414,2.0,101.97500000000001,33.1765
215,cdccc3d4-584f-42f0-8357-02eb916f94f6,3517.9738738289843,889.582481002624,2.0,103.625,34.549
216,dfc12543-c5cd-492d-8eca-79e45a713ff8,2432.193707867242,997.0025942668019,1.0,103.71666666666667,35.098
217,e1ab491e-fb93-4872-8abc-be20b9a14806,4309.466514467355,181.6906647473249,3.0,103.89999999999999,32.719
218,eb53552b-ab23-417e-b3fa-6e35f1d46fb2,3886.7472503184717,839.8014295350665,2.0,103.89999999999999,33.3595
219,04daee07-a262-48bf-927b-b11ced033b18,3307.607907157248,1018.1705549172103,0.0,101.05833333333334,30.34
220,13adf110-111b-41c4-8104-b69950321443,4595.631810538093,1287.4076695810288,1.0,104.08333333333333,33.268
221,15e75548-9d6b-4906-baad-a93e40c35ced,4660.8582334804805,1045.7025832674283,0.0,103.625,31.071999999999996
222,18a2ab89-a39b-4e86-824e-4663ce587b89,4602.514079486025,982.211382749037,0.0,99.5,29.331666666666663
223,378f6365-9d4f-43ce-a4d1-6a5e022750bb,3117.050301373906,204.30672089635385,0.0,87.47142857142856,43.251666666666665
